1560953593.821207 server started (83070): version 2.7, socket /private/tmp/tmux-501/default, protocol 8
1560953593.821255 on Darwin 18.6.0 Darwin Kernel Version 18.6.0: Thu Apr 25 23:16:27 PDT 2019; root:xnu-4903.261.4~2/RELEASE_X86_64; libevent 2.1.8-stable (select)
1560953593.823064 add peer 0x108201000: 9 (0x7f9ccb003800)
1560953593.823102 new client 0x7f9ccb003800
1560953593.823193 loading /usr/local/etc/tmux.conf
1560953593.823214 loading /Users/james/.tmux.conf
1560953593.823482 /Users/james/.tmux.conf: source-file "${HOME}/configs/.tmux.conf"
1560953593.823519 /Users/james/.tmux.conf: source-file "${HOME}/.tmux-themepack/powerline/block/cyan.tmuxtheme"
1560953593.823559 server loop enter
1560953593.838975 cmd_find_from_session: wl=0 1 w=@0 zsh
1560953593.838979 cmd_find_from_session: wp=%0
1560953593.838982 cmd_find_from_session: idx=none
1560953593.838985 session_add_ref: 0 notify_add, now 6
1560953593.838989 session_add_ref: 0 notify_add, now 7
1560953593.838993 sending message 207 to peer 0x108201000 (0 bytes)
1560953593.839032 client 0x7f9ccb003800, status interval 1
1560953593.839037 cmd_find_from_session: s=$0
1560953593.839041 cmd_find_from_session: wl=0 1 w=@0 zsh
1560953593.839044 cmd_find_from_session: wp=%0
1560953593.839048 cmd_find_from_session: idx=none
1560953593.839051 session_add_ref: 0 notify_add, now 8
1560953593.839059 session 0 activity 1560953593.839058 (last 1560953593.837948)
1560953593.839103 cmd_find_from_window: s=$0
1560953593.839109 cmd_find_from_window: wl=0 1 w=@0 zsh
1560953593.839112 cmd_find_from_window: wp=%0
1560953593.839115 cmd_find_from_window: idx=0
1560953593.839118 cmd_find_from_pane: s=$0
1560953593.839122 cmd_find_from_pane: wl=0 1 w=@0 zsh
1560953593.839125 cmd_find_from_pane: wp=%0
1560953593.839128 cmd_find_from_pane: idx=0
1560953593.839132 session_add_ref: 0 notify_add, now 9
1560953593.839141 screen_write_start: size 270x79, no pane
1560953593.839156 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953593.839160 screen_write_stop: 57 cells (54 written, 3 skipped)
1560953593.839169 screen_write_start: size 270x79, pane %0
1560953593.839175 screen_write_start: size 270x79, pane %0
1560953593.839189 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953593.839193 screen_write_stop: 270 cells (59 written, 211 skipped)
1560953593.839197 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953593.839201 screen_write_stop: 0 cells (0 written, 0 skipped)
1560953593.839204 cmd_find_from_session: s=$0
1560953593.839208 cmd_find_from_session: wl=0 1 w=@0 zsh
1560953593.839211 cmd_find_from_session: wp=%0
1560953593.839214 cmd_find_from_session: idx=none
1560953593.839218 cmd_find_from_session: s=$0
1560953593.839221 cmd_find_from_session: wl=0 1 w=@0 zsh
1560953593.839224 cmd_find_from_session: wp=%0
1560953593.839228 cmd_find_from_session: idx=none
1560953593.839232 unref client 0x7f9ccb003800 (4 references)
1560953593.839237 cmdq_next <0x7f9ccb003800>: callback[server_client_command_done] (1), flags 0
1560953593.839241 unref client 0x7f9ccb003800 (3 references)
1560953593.839245 cmdq_next <0x7f9ccb003800>: exit (empty)
1560953593.839249 cmdq_next <global>: enter
1560953593.839252 cmdq_next <global>: callback[notify_callback] (1), flags 0
1560953593.839256 notify_callback: window-pane-changed
1560953593.839260 cmd_find_from_nothing: s=$0
1560953593.839263 cmd_find_from_nothing: wl=0 1 w=@0 zsh
1560953593.839267 cmd_find_from_nothing: wp=%0
1560953593.839270 cmd_find_from_nothing: idx=0
1560953593.839274 window_remove_ref: @0 notify_callback, now 2
1560953593.839278 cmdq_next <global>: callback[notify_callback] (1), flags 0
1560953593.839281 notify_callback: window-linked
1560953593.839285 session_remove_ref: 0 notify_callback, now 8
1560953593.839289 window_remove_ref: @0 notify_callback, now 1
1560953593.839292 session_remove_ref: 0 notify_callback, now 7
1560953593.839296 cmdq_next <global>: callback[notify_callback] (1), flags 0
1560953593.839300 notify_callback: session-window-changed
1560953593.839303 session_remove_ref: 0 notify_callback, now 6
1560953593.839307 session_remove_ref: 0 notify_callback, now 5
1560953593.839310 cmdq_next <global>: callback[notify_callback] (1), flags 0
1560953593.839314 notify_callback: session-created
1560953593.839318 session_remove_ref: 0 notify_callback, now 4
1560953593.839321 session_remove_ref: 0 notify_callback, now 3
1560953593.839325 cmdq_next <global>: callback[notify_callback] (1), flags 0
1560953593.839328 notify_callback: client-session-changed
1560953593.839332 unref client 0x7f9ccb003800 (2 references)
1560953593.839336 session_remove_ref: 0 notify_callback, now 2
1560953593.839339 cmdq_next <global>: callback[notify_callback] (1), flags 0
1560953593.839343 notify_callback: pane-mode-changed
1560953593.839346 session_remove_ref: 0 notify_callback, now 1
1560953593.839350 cmdq_next <global>: exit (empty)
1560953593.839354 cmdq_next <0x7f9ccb003800>: empty
1560953593.839357 cmdq_next <global>: empty
1560953593.839361 cmdq_next <0x7f9ccb003800>: empty
1560953593.839367 /dev/ttys007: redraw deferred (147 left)
1560953593.839381 redraw timer started
1560953593.839396 /dev/ttys007: \033[1;1H
1560953593.839401 /dev/ttys007: \033[?1006h
1560953593.839405 /dev/ttys007: \033[?1002h
1560953593.839409 @0 active pane changed
1560953593.839443 format '[tmux]' -> '[tmux]'
1560953593.839449 format '' -> ''
1560953593.839453 format '#{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}' -> '[tmux]'
1560953593.839470 @0 new name [tmux] (was zsh)
1560953593.839475 cmd_find_from_window: s=$0
1560953593.839478 cmd_find_from_window: wl=0 1 w=@0 [tmux]
1560953593.839482 cmd_find_from_window: wp=%0
1560953593.839485 cmd_find_from_window: idx=0
1560953593.839489 window_add_ref: @0 notify_add, now 2
1560953593.839492 session_add_ref: 0 notify_add, now 2
1560953593.839541 /dev/ttys007: wrote 169 bytes (of 169)
1560953593.839581 cmdq_next <global>: enter
1560953593.839588 cmdq_next <global>: callback[notify_callback] (1), flags 0
1560953593.839593 notify_callback: window-renamed
1560953593.839598 window_remove_ref: @0 notify_callback, now 1
1560953593.839603 session_remove_ref: 0 notify_callback, now 1
1560953593.839608 cmdq_next <global>: exit (empty)
1560953593.839613 cmdq_next <0x7f9ccb003800>: empty
1560953593.839618 cmdq_next <global>: empty
1560953593.839624 cmdq_next <0x7f9ccb003800>: empty
1560953593.839629 /dev/ttys007: redraw needed
1560953593.839639 screen_write_start: size 270x1, no pane
1560953593.839663 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953593.839669 screen_write_stop: 270 cells (270 written, 0 skipped)
1560953593.840086 format 'whoami' -> 'whoami'
1560953593.840412 run job 0x7f9ccaf0b520: whoami, pid 83072
1560953593.840434 format '<'whoami' not ready>' -> '<'whoami' not ready>'
1560953593.840463 format '#[fg=colour232,bg=colour39,bold] #S #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] #(whoami) #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] #I:#P #[fg=colour235,bg=colour233,nobold]\356\202\260' -> '#[fg=colour232,bg=colour39,bold] 0 #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] <'whoami' not ready> #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] 0:0 #[fg=colour235,bg=colour233,nobold]\356\202\260'
1560953593.840536 unref client 0x7f9ccb003800 (2 references)
1560953593.840942 format '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:13 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] #H ' -> '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:13 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] Jamess-MacBook-Pro-2.local '
1560953593.840987 unref client 0x7f9ccb003800 (2 references)
1560953593.841255 format ' #I:#W#F ' -> ' 0:[tmux]* '
1560953593.841299 unref client 0x7f9ccb003800 (2 references)
1560953593.841308 screen_write_start: size 11x1, no pane
1560953593.841317 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953593.841322 screen_write_stop: 11 cells (11 written, 0 skipped)
1560953593.841328 screen_write_start: size 270x1, no pane
1560953593.841360 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953593.841367 screen_write_stop: 85 cells (85 written, 0 skipped)
1560953593.841419 /dev/ttys007: \033[?25l
1560953593.841867 /dev/ttys007: \033[38;5;255m
1560953593.841879 /dev/ttys007: \033[40m
1560953593.841888 /dev/ttys007: /Users/james/configs/.tmux.conf:55: invalid option: utf-8                                                                                                                                                                                                                
1560953593.841895 /dev/ttys007: \033[38;5;232m
1560953593.841902 /dev/ttys007: \033[48;5;39m
1560953593.841907 /dev/ttys007: [0/0
1560953593.841912 /dev/ttys007: ]
1560953593.841918 /dev/ttys007: \033[38;5;255m
1560953593.841924 /dev/ttys007: \033[40m
1560953593.841946 tty_clear_line: 270 at 0,1
1560953593.841952 /dev/ttys007: \033[2;1H
1560953593.841958 /dev/ttys007: \033[K
1560953593.841963 tty_clear_line: 270 at 0,2
1560953593.841968 /dev/ttys007: \r
1560953593.841974 /dev/ttys007: \n
1560953593.841979 /dev/ttys007: \033[K
1560953593.841984 tty_clear_line: 270 at 0,3
1560953593.841989 /dev/ttys007: \r
1560953593.841993 /dev/ttys007: \n
1560953593.841998 /dev/ttys007: \033[K
1560953593.842002 tty_clear_line: 270 at 0,4
1560953593.842007 /dev/ttys007: \r
1560953593.842012 /dev/ttys007: \n
1560953593.842017 /dev/ttys007: \033[K
1560953593.842022 tty_clear_line: 270 at 0,5
1560953593.842027 /dev/ttys007: \r
1560953593.842032 /dev/ttys007: \n
1560953593.842037 /dev/ttys007: \033[K
1560953593.842042 tty_clear_line: 270 at 0,6
1560953593.842047 /dev/ttys007: \r
1560953593.842051 /dev/ttys007: \n
1560953593.842056 /dev/ttys007: \033[K
1560953593.842061 tty_clear_line: 270 at 0,7
1560953593.842065 /dev/ttys007: \r
1560953593.842070 /dev/ttys007: \n
1560953593.842075 /dev/ttys007: \033[K
1560953593.842080 tty_clear_line: 270 at 0,8
1560953593.842084 /dev/ttys007: \r
1560953593.842088 /dev/ttys007: \n
1560953593.842092 /dev/ttys007: \033[K
1560953593.842097 tty_clear_line: 270 at 0,9
1560953593.842101 /dev/ttys007: \r
1560953593.842105 /dev/ttys007: \n
1560953593.842110 /dev/ttys007: \033[K
1560953593.842115 tty_clear_line: 270 at 0,10
1560953593.842119 /dev/ttys007: \r
1560953593.842125 /dev/ttys007: \n
1560953593.842129 /dev/ttys007: \033[K
1560953593.842135 tty_clear_line: 270 at 0,11
1560953593.842140 /dev/ttys007: \r
1560953593.842145 /dev/ttys007: \n
1560953593.842150 /dev/ttys007: \033[K
1560953593.842155 tty_clear_line: 270 at 0,12
1560953593.842160 /dev/ttys007: \r
1560953593.842165 /dev/ttys007: \n
1560953593.842206 /dev/ttys007: \033[K
1560953593.842213 tty_clear_line: 270 at 0,13
1560953593.842218 /dev/ttys007: \r
1560953593.842222 /dev/ttys007: \n
1560953593.842227 /dev/ttys007: \033[K
1560953593.842232 tty_clear_line: 270 at 0,14
1560953593.842237 /dev/ttys007: \r
1560953593.842242 /dev/ttys007: \n
1560953593.842246 /dev/ttys007: \033[K
1560953593.842251 tty_clear_line: 270 at 0,15
1560953593.842256 /dev/ttys007: \r
1560953593.842261 /dev/ttys007: \n
1560953593.842266 /dev/ttys007: \033[K
1560953593.842271 tty_clear_line: 270 at 0,16
1560953593.842276 /dev/ttys007: \r
1560953593.842281 /dev/ttys007: \n
1560953593.842286 /dev/ttys007: \033[K
1560953593.842291 tty_clear_line: 270 at 0,17
1560953593.842296 /dev/ttys007: \r
1560953593.842301 /dev/ttys007: \n
1560953593.842306 /dev/ttys007: \033[K
1560953593.842310 tty_clear_line: 270 at 0,18
1560953593.842315 /dev/ttys007: \r
1560953593.842320 /dev/ttys007: \n
1560953593.842325 /dev/ttys007: \033[K
1560953593.842330 tty_clear_line: 270 at 0,19
1560953593.842335 /dev/ttys007: \r
1560953593.842340 /dev/ttys007: \n
1560953593.842345 /dev/ttys007: \033[K
1560953593.842350 tty_clear_line: 270 at 0,20
1560953593.842355 /dev/ttys007: \r
1560953593.842359 /dev/ttys007: \n
1560953593.842364 /dev/ttys007: \033[K
1560953593.842370 tty_clear_line: 270 at 0,21
1560953593.842375 /dev/ttys007: \r
1560953593.842380 /dev/ttys007: \n
1560953593.842385 /dev/ttys007: \033[K
1560953593.842391 tty_clear_line: 270 at 0,22
1560953593.842396 /dev/ttys007: \r
1560953593.842401 /dev/ttys007: \n
1560953593.842407 /dev/ttys007: \033[K
1560953593.842412 tty_clear_line: 270 at 0,23
1560953593.842417 /dev/ttys007: \r
1560953593.842423 /dev/ttys007: \n
1560953593.842428 /dev/ttys007: \033[K
1560953593.842434 tty_clear_line: 270 at 0,24
1560953593.842439 /dev/ttys007: \r
1560953593.842445 /dev/ttys007: \n
1560953593.842450 /dev/ttys007: \033[K
1560953593.842456 tty_clear_line: 270 at 0,25
1560953593.842461 /dev/ttys007: \r
1560953593.842466 /dev/ttys007: \n
1560953593.842472 /dev/ttys007: \033[K
1560953593.842477 tty_clear_line: 270 at 0,26
1560953593.842483 /dev/ttys007: \r
1560953593.842488 /dev/ttys007: \n
1560953593.842494 /dev/ttys007: \033[K
1560953593.842500 tty_clear_line: 270 at 0,27
1560953593.842505 /dev/ttys007: \r
1560953593.842510 /dev/ttys007: \n
1560953593.842530 /dev/ttys007: \033[K
1560953593.842536 tty_clear_line: 270 at 0,28
1560953593.842542 /dev/ttys007: \r
1560953593.842547 /dev/ttys007: \n
1560953593.842552 /dev/ttys007: \033[K
1560953593.842558 tty_clear_line: 270 at 0,29
1560953593.842564 /dev/ttys007: \r
1560953593.842569 /dev/ttys007: \n
1560953593.842575 /dev/ttys007: \033[K
1560953593.842580 tty_clear_line: 270 at 0,30
1560953593.842585 /dev/ttys007: \r
1560953593.842591 /dev/ttys007: \n
1560953593.842596 /dev/ttys007: \033[K
1560953593.842602 tty_clear_line: 270 at 0,31
1560953593.842608 /dev/ttys007: \r
1560953593.842613 /dev/ttys007: \n
1560953593.842618 /dev/ttys007: \033[K
1560953593.842624 tty_clear_line: 270 at 0,32
1560953593.842630 /dev/ttys007: \r
1560953593.842635 /dev/ttys007: \n
1560953593.842640 /dev/ttys007: \033[K
1560953593.842646 tty_clear_line: 270 at 0,33
1560953593.842651 /dev/ttys007: \r
1560953593.842657 /dev/ttys007: \n
1560953593.842662 /dev/ttys007: \033[K
1560953593.842668 tty_clear_line: 270 at 0,34
1560953593.842674 /dev/ttys007: \r
1560953593.842679 /dev/ttys007: \n
1560953593.842684 /dev/ttys007: \033[K
1560953593.842690 tty_clear_line: 270 at 0,35
1560953593.842696 /dev/ttys007: \r
1560953593.842701 /dev/ttys007: \n
1560953593.842707 /dev/ttys007: \033[K
1560953593.842712 tty_clear_line: 270 at 0,36
1560953593.842718 /dev/ttys007: \r
1560953593.842723 /dev/ttys007: \n
1560953593.842729 /dev/ttys007: \033[K
1560953593.842735 tty_clear_line: 270 at 0,37
1560953593.842740 /dev/ttys007: \r
1560953593.842745 /dev/ttys007: \n
1560953593.842750 /dev/ttys007: \033[K
1560953593.842755 tty_clear_line: 270 at 0,38
1560953593.842761 /dev/ttys007: \r
1560953593.842766 /dev/ttys007: \n
1560953593.842771 /dev/ttys007: \033[K
1560953593.842776 tty_clear_line: 270 at 0,39
1560953593.842781 /dev/ttys007: \r
1560953593.842786 /dev/ttys007: \n
1560953593.842791 /dev/ttys007: \033[K
1560953593.842797 tty_clear_line: 270 at 0,40
1560953593.842802 /dev/ttys007: \r
1560953593.842807 /dev/ttys007: \n
1560953593.842812 /dev/ttys007: \033[K
1560953593.842818 tty_clear_line: 270 at 0,41
1560953593.842823 /dev/ttys007: \r
1560953593.842827 /dev/ttys007: \n
1560953593.842832 /dev/ttys007: \033[K
1560953593.842838 tty_clear_line: 270 at 0,42
1560953593.842843 /dev/ttys007: \r
1560953593.842849 /dev/ttys007: \n
1560953593.842854 /dev/ttys007: \033[K
1560953593.842860 tty_clear_line: 270 at 0,43
1560953593.842865 /dev/ttys007: \r
1560953593.842870 /dev/ttys007: \n
1560953593.842875 /dev/ttys007: \033[K
1560953593.842881 tty_clear_line: 270 at 0,44
1560953593.842886 /dev/ttys007: \r
1560953593.842891 /dev/ttys007: \n
1560953593.842896 /dev/ttys007: \033[K
1560953593.842902 tty_clear_line: 270 at 0,45
1560953593.842907 /dev/ttys007: \r
1560953593.842912 /dev/ttys007: \n
1560953593.842917 /dev/ttys007: \033[K
1560953593.842923 tty_clear_line: 270 at 0,46
1560953593.842928 /dev/ttys007: \r
1560953593.842933 /dev/ttys007: \n
1560953593.842938 /dev/ttys007: \033[K
1560953593.842943 tty_clear_line: 270 at 0,47
1560953593.842948 /dev/ttys007: \r
1560953593.842953 /dev/ttys007: \n
1560953593.842958 /dev/ttys007: \033[K
1560953593.842964 tty_clear_line: 270 at 0,48
1560953593.842969 /dev/ttys007: \r
1560953593.842974 /dev/ttys007: \n
1560953593.842979 /dev/ttys007: \033[K
1560953593.842984 tty_clear_line: 270 at 0,49
1560953593.842988 /dev/ttys007: \r
1560953593.842993 /dev/ttys007: \n
1560953593.842999 /dev/ttys007: \033[K
1560953593.843005 tty_clear_line: 270 at 0,50
1560953593.843011 /dev/ttys007: \r
1560953593.843016 /dev/ttys007: \n
1560953593.843022 /dev/ttys007: \033[K
1560953593.843029 tty_clear_line: 270 at 0,51
1560953593.843033 /dev/ttys007: \r
1560953593.843038 /dev/ttys007: \n
1560953593.843043 /dev/ttys007: \033[K
1560953593.843048 tty_clear_line: 270 at 0,52
1560953593.843053 /dev/ttys007: \r
1560953593.843058 /dev/ttys007: \n
1560953593.843062 /dev/ttys007: \033[K
1560953593.843067 tty_clear_line: 270 at 0,53
1560953593.843072 /dev/ttys007: \r
1560953593.843077 /dev/ttys007: \n
1560953593.843081 /dev/ttys007: \033[K
1560953593.843086 tty_clear_line: 270 at 0,54
1560953593.843102 /dev/ttys007: \r
1560953593.843107 /dev/ttys007: \n
1560953593.843111 /dev/ttys007: \033[K
1560953593.843116 tty_clear_line: 270 at 0,55
1560953593.843121 /dev/ttys007: \r
1560953593.843126 /dev/ttys007: \n
1560953593.843130 /dev/ttys007: \033[K
1560953593.843135 tty_clear_line: 270 at 0,56
1560953593.843140 /dev/ttys007: \r
1560953593.843145 /dev/ttys007: \n
1560953593.843149 /dev/ttys007: \033[K
1560953593.843154 tty_clear_line: 270 at 0,57
1560953593.843159 /dev/ttys007: \r
1560953593.843164 /dev/ttys007: \n
1560953593.843168 /dev/ttys007: \033[K
1560953593.843173 tty_clear_line: 270 at 0,58
1560953593.843178 /dev/ttys007: \r
1560953593.843183 /dev/ttys007: \n
1560953593.843188 /dev/ttys007: \033[K
1560953593.843194 tty_clear_line: 270 at 0,59
1560953593.843198 /dev/ttys007: \r
1560953593.843203 /dev/ttys007: \n
1560953593.843208 /dev/ttys007: \033[K
1560953593.843213 tty_clear_line: 270 at 0,60
1560953593.843219 /dev/ttys007: \r
1560953593.843223 /dev/ttys007: \n
1560953593.843228 /dev/ttys007: \033[K
1560953593.843233 tty_clear_line: 270 at 0,61
1560953593.843237 /dev/ttys007: \r
1560953593.843241 /dev/ttys007: \n
1560953593.843246 /dev/ttys007: \033[K
1560953593.843251 tty_clear_line: 270 at 0,62
1560953593.843255 /dev/ttys007: \r
1560953593.843260 /dev/ttys007: \n
1560953593.843265 /dev/ttys007: \033[K
1560953593.843270 tty_clear_line: 270 at 0,63
1560953593.843275 /dev/ttys007: \r
1560953593.843281 /dev/ttys007: \n
1560953593.843285 /dev/ttys007: \033[K
1560953593.843291 tty_clear_line: 270 at 0,64
1560953593.843296 /dev/ttys007: \r
1560953593.843300 /dev/ttys007: \n
1560953593.843305 /dev/ttys007: \033[K
1560953593.843311 tty_clear_line: 270 at 0,65
1560953593.843315 /dev/ttys007: \r
1560953593.843320 /dev/ttys007: \n
1560953593.843325 /dev/ttys007: \033[K
1560953593.843331 tty_clear_line: 270 at 0,66
1560953593.843336 /dev/ttys007: \r
1560953593.843341 /dev/ttys007: \n
1560953593.843346 /dev/ttys007: \033[K
1560953593.843351 tty_clear_line: 270 at 0,67
1560953593.843356 /dev/ttys007: \r
1560953593.843360 /dev/ttys007: \n
1560953593.843365 /dev/ttys007: \033[K
1560953593.843369 tty_clear_line: 270 at 0,68
1560953593.843377 /dev/ttys007: \r
1560953593.843382 /dev/ttys007: \n
1560953593.843386 /dev/ttys007: \033[K
1560953593.843391 tty_clear_line: 270 at 0,69
1560953593.843395 /dev/ttys007: \r
1560953593.843400 /dev/ttys007: \n
1560953593.843405 /dev/ttys007: \033[K
1560953593.843409 tty_clear_line: 270 at 0,70
1560953593.843414 /dev/ttys007: \r
1560953593.843419 /dev/ttys007: \n
1560953593.843423 /dev/ttys007: \033[K
1560953593.843429 tty_clear_line: 270 at 0,71
1560953593.843435 /dev/ttys007: \r
1560953593.843440 /dev/ttys007: \n
1560953593.843444 /dev/ttys007: \033[K
1560953593.843450 tty_clear_line: 270 at 0,72
1560953593.843457 /dev/ttys007: \r
1560953593.843465 /dev/ttys007: \n
1560953593.843472 /dev/ttys007: \033[K
1560953593.843478 tty_clear_line: 270 at 0,73
1560953593.843483 /dev/ttys007: \r
1560953593.843488 /dev/ttys007: \n
1560953593.843493 /dev/ttys007: \033[K
1560953593.843499 tty_clear_line: 270 at 0,74
1560953593.843504 /dev/ttys007: \r
1560953593.843509 /dev/ttys007: \n
1560953593.843514 /dev/ttys007: \033[K
1560953593.843519 tty_clear_line: 270 at 0,75
1560953593.843524 /dev/ttys007: \r
1560953593.843529 /dev/ttys007: \n
1560953593.843534 /dev/ttys007: \033[K
1560953593.843539 tty_clear_line: 270 at 0,76
1560953593.843545 /dev/ttys007: \r
1560953593.843549 /dev/ttys007: \n
1560953593.843555 /dev/ttys007: \033[K
1560953593.843560 tty_clear_line: 270 at 0,77
